Date,Dish Name,Quantity Sold,Price per Dish (INR),Total Sales (INR),Ingredients,Feedback
2022-03-07,Samosa,,15,,"Potato, Peas, Spices",
03-07-2022,Lassi,31.0,30,930.0,"Yogurt, Sugar, Water",Average
03-07-2022,Chaat,,30,,"Pani, Sev, Spices",Too spicy
03-07-2022,Maaasala Dosa,17.0,35,595.0,"Rice, Lentils, Spices",Not good
03-07-2022,Vadd Pav,,22,,"Potato, Bread, Spices",Not good
03-07-2022,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Average
07/03/2022,Pav Bhaji,19.0,45,855.0,"Potatoes, Vegetables, Bread",Very tasty
08/03/2022,Masala Dosa,91.0,40,3640.0,"Rice, Lentils, Spices",Very tasty
03-08-2022,vada pav,11.0,25,275.0,"Potato, Bread, Spices",
03-08-2022,Sandwich,,20,,"Bread, Cheese, Vegetables",
08/03/2022,Pani Puri,,10,,"Flour, Water, Spices",Too spicy
2022-03-08,Biryani,,120,,"Rice, Meat, Spices",Average
08/03/2022,Chole Bhature,59.0,50,2950.0,"Chickpeas, Flour, Spices",Not good
03-08-2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
03-08-2022,Samosa,88.0,15,1320.0,"Potato, Peas, Spices",Not good
2022-03-08,Lassi,76.0,30,2280.0,"Yogurt, Sugar, Water",Too spicy
2022-03-08,Chaat,,30,,"Pani, Sev, Spices",Very tasty
03-08-2022,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Not good
03-08-2022,Vadd Pav,,22,,"Potato, Bread, Spices",Average
03-08-2022,Chole Bhture,28.0,55,1540.0,"Chickpeas, Flour, Spices",Too spicy
08/03/2022,Pav Bhaji,58.0,45,2610.0,"Potatoes, Vegetables, Bread",
2022-03-09,Masala Dosa,,40,,"Rice, Lentils, Spices",Not good
2022-03-09,Vada Pav,,25,,"Potato, Bread, Spices",Average
09/03/2022,sandwich,,20,,"Bread, Cheese, Vegetables",Not good
09/03/2022,Pani Puri,,10,,"Flour, Water, Spices",Not good
09/03/2022,Biryani,65.0,120,7800.0,"Rice, Meat, Spices",Too spicy
2022-03-09,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Very tasty
03-09-2022,Pav Bhaji,19.0,45,855.0,"Potatoes, Vegetables, Bread",
2022-03-09,Samosa,,15,,"Potato, Peas, Spices",Too spicy
2022-03-09,Lassi,85.0,30,2550.0,"Yogurt, Sugar, Water",Very tasty
09/03/2022,Chaat,22.0,30,660.0,"Pani, Sev, Spices",Average
09/03/2022,Maaasala Dosa,58.0,35,2030.0,"Rice, Lentils, Spices",Very tasty
2022-03-09,Vadd Pav,67.0,22,1474.0,"Potato, Bread, Spices",Too spicy
2022-03-09,Chole Bhture,99.0,55,5445.0,"Chickpeas, Flour, Spices",Too spicy
2022-03-09,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
10/03/2022,Masala Dosa,,40,,"Rice, Lentils, Spices",Too spicy
2022-03-10,Vada Pav,12.0,25,300.0,"Potato, Bread, Spices",
10/03/2022,Sandwich,,20,,"Bread, Cheese, Vegetables",Average
10/03/2022,Pani Puri,,10,,"Flour, Water, Spices",
10/03/2022,Biryani,29.0,120,3480.0,"Rice, Meat, Spices",Very tasty
10/03/2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Not good
2022-03-10,PAV BHAJI,44.0,45,1980.0,"Potatoes, Vegetables, Bread",Too spicy
10/03/2022,Samosa,,15,,"Potato, Peas, Spices",Too spicy
03-10-2022,Lassi,,30,,"Yogurt, Sugar, Water",Too spicy
03-10-2022,chaat,,30,,"Pani, Sev, Spices",Average
03-10-2022,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Very tasty
03-10-2022,vadd pav,,22,,"Potato, Bread, Spices",Very tasty
10/03/2022,chole bhture,,55,,"Chickpeas, Flour, Spices",Not good
10/03/2022,Pav Bhaji,24.0,45,1080.0,"Potatoes, Vegetables, Bread",Too spicy
03-11-2022,Masala Dosa,,40,,"Rice, Lentils, Spices",Not good
11/03/2022,Vada Pav,,25,,"Potato, Bread, Spices",Not good
11/03/2022,Sandwich,17.0,20,340.0,"Bread, Cheese, Vegetables",
03-11-2022,Pani Puri,,10,,"Flour, Water, Spices",
11/03/2022,Biryani,,120,,"Rice, Meat, Spices",Too spicy
03-11-2022,Chole Bhature,65.0,50,3250.0,"Chickpeas, Flour, Spices",Very tasty
03-11-2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
03-11-2022,Samosa,,15,,"Potato, Peas, Spices",Very tasty
2022-03-11,Lassi,21.0,30,630.0,"Yogurt, Sugar, Water",
2022-03-11,Chaat,74.0,30,2220.0,"Pani, Sev, Spices",Very tasty
11/03/2022,Maaasala Dosa,55.0,35,1925.0,"Rice, Lentils, Spices",
2022-03-11,Vadd Pav,,22,,"Potato, Bread, Spices",Average
11/03/2022,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Too spicy
03-11-2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
2022-03-12,Masala Dosa,,40,,"Rice, Lentils, Spices",Average
03-12-2022,Vada Pav,,25,,"Potato, Bread, Spices",Average
03-12-2022,Sandwich,,20,,"Bread, Cheese, Vegetables",Too spicy
2022-03-12,Pani Puri,,10,,"Flour, Water, Spices",Too spicy
12/03/2022,Biryani,,120,,"Rice, Meat, Spices",Not good
12/03/2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Not good
2022-03-12,Pav Bhaji,47.0,45,2115.0,"Potatoes, Vegetables, Bread",Too spicy
2022-03-12,Samosa,85.0,15,1275.0,"Potato, Peas, Spices",
2022-03-12,Lassi,57.0,30,1710.0,"Yogurt, Sugar, Water",Too spicy
12/03/2022,Chaat,98.0,30,2940.0,"Pani, Sev, Spices",Average
03-12-2022,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Too spicy
12/03/2022,Vadd Pav,,22,,"Potato, Bread, Spices",
03-12-2022,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Very tasty
12/03/2022,Pav Bhaji,43.0,45,1935.0,"Potatoes, Vegetables, Bread",Not good
2022-03-13,Masala Dosa,,40,,"Rice, Lentils, Spices",Too spicy
2022-03-13,Vada Pav,,25,,"Potato, Bread, Spices",Average
2022-03-13,Sandwich,24.0,20,480.0,"Bread, Cheese, Vegetables",Too spicy
03-13-2022,Pani Puri,,10,,"Flour, Water, Spices",Not good
03-13-2022,Biryani,14.0,120,1680.0,"Rice, Meat, Spices",Not good
2022-03-13,Chole Bhature,12.0,50,600.0,"Chickpeas, Flour, Spices",
03-13-2022,pav bhaji,,45,,"Potatoes, Vegetables, Bread",
2022-03-13,Samosa,,15,,"Potato, Peas, Spices",Too spicy
03-13-2022,Lassi,,30,,"Yogurt, Sugar, Water",Very tasty
13/03/2022,Chaat,,30,,"Pani, Sev, Spices",Very tasty
2022-03-13,Maaasala Dosa,,35,,"Rice, Lentils, Spices",
13/03/2022,Vadd Pav,,22,,"Potato, Bread, Spices",
13/03/2022,Chole Bhture,45.0,55,2475.0,"Chickpeas, Flour, Spices",Too spicy
2022-03-13,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Very tasty
14/03/2022,Masala Dosa,,40,,"Rice, Lentils, Spices",Average
03-14-2022,Vada Pav,51.0,25,1275.0,"Potato, Bread, Spices",
14/03/2022,Sandwich,19.0,20,380.0,"Bread, Cheese, Vegetables",Average
14/03/2022,Pani Puri,,10,,"Flour, Water, Spices",Average
14/03/2022,Biryani,,120,,"Rice, Meat, Spices",Too spicy
03-14-2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Too spicy
14/03/2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Very tasty
03-14-2022,Samosa,96.0,15,1440.0,"Potato, Peas, Spices",Very tasty
14/03/2022,Lassi,,30,,"Yogurt, Sugar, Water",Too spicy
2022-03-14,Chaat,,30,,"Pani, Sev, Spices",Very tasty
2022-03-14,Maaasala Dosa,,35,,"Rice, Lentils, Spices",
14/03/2022,Vadd Pav,74.0,22,1628.0,"Potato, Bread, Spices",
14/03/2022,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Very tasty
03-14-2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
2022-03-15,masala dosa,,40,,"Rice, Lentils, Spices",Very tasty
2022-03-15,Vada Pav,22.0,25,550.0,"Potato, Bread, Spices",Not good
2022-03-15,Sandwich,13.0,20,260.0,"Bread, Cheese, Vegetables",Very tasty
2022-03-15,Pani Puri,,10,,"Flour, Water, Spices",Average
03-15-2022,Biryani,,120,,"Rice, Meat, Spices",Average
03-15-2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Very tasty
15/03/2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
2022-03-15,Samosa,58.0,15,870.0,"Potato, Peas, Spices",Too spicy
03-15-2022,Lassi,,30,,"Yogurt, Sugar, Water",Too spicy
15/03/2022,Chaat,91.0,30,2730.0,"Pani, Sev, Spices",Very tasty
15/03/2022,Maaasala Dosa,95.0,35,3325.0,"Rice, Lentils, Spices",Too spicy
2022-03-15,Vadd Pav,56.0,22,1232.0,"Potato, Bread, Spices",
2022-03-15,CHOLE BHTURE,,55,,"Chickpeas, Flour, Spices",Too spicy
2022-03-15,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
03-16-2022,Masala Dosa,43.0,40,1720.0,"Rice, Lentils, Spices",Very tasty
2022-03-16,Vada Pav,,25,,"Potato, Bread, Spices",
03-16-2022,Sandwich,,20,,"Bread, Cheese, Vegetables",Not good
16/03/2022,Pani Puri,,10,,"Flour, Water, Spices",Average
2022-03-16,Biryani,,120,,"Rice, Meat, Spices",
03-16-2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Too spicy
16/03/2022,Pav Bhaji,89.0,45,4005.0,"Potatoes, Vegetables, Bread",Very tasty
2022-03-16,Samosa,,15,,"Potato, Peas, Spices",Not good
16/03/2022,Lassi,22.0,30,660.0,"Yogurt, Sugar, Water",
2022-03-16,Chaat,77.0,30,2310.0,"Pani, Sev, Spices",Average
2022-03-16,Maaasala Dosa,11.0,35,385.0,"Rice, Lentils, Spices",Too spicy
03-16-2022,Vadd Pav,,22,,"Potato, Bread, Spices",Too spicy
2022-03-16,Chole Bhture,17.0,55,935.0,"Chickpeas, Flour, Spices",Very tasty
03-16-2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
03-17-2022,Masala Dosa,88.0,40,3520.0,"Rice, Lentils, Spices",Average
17/03/2022,Vada Pav,,25,,"Potato, Bread, Spices",Not good
2022-03-17,Sandwich,57.0,20,1140.0,"Bread, Cheese, Vegetables",Very tasty
2022-03-17,Pani Puri,,10,,"Flour, Water, Spices",Very tasty
17/03/2022,Biryani,,120,,"Rice, Meat, Spices",Too spicy
2022-03-17,Chole Bhature,,50,,"Chickpeas, Flour, Spices",
2022-03-17,Pav Bhaji,31.0,45,1395.0,"Potatoes, Vegetables, Bread",
17/03/2022,Samosa,74.0,15,1110.0,"Potato, Peas, Spices",Very tasty
2022-03-17,Lassi,23.0,30,690.0,"Yogurt, Sugar, Water",
17/03/2022,Chaat,,30,,"Pani, Sev, Spices",Average
2022-03-17,Maaasala Dosa,79.0,35,2765.0,"Rice, Lentils, Spices",Average
03-17-2022,Vadd Pav,45.0,22,990.0,"Potato, Bread, Spices",Very tasty
03-17-2022,Chole Bhture,7.0,55,385.0,"Chickpeas, Flour, Spices",Too spicy
2022-03-17,pav bhaji,,45,,"Potatoes, Vegetables, Bread",Average
18/03/2022,Masala Dosa,66.0,40,2640.0,"Rice, Lentils, Spices",Very tasty
2022-03-18,Vada Pav,,25,,"Potato, Bread, Spices",Very tasty
03-18-2022,Sandwich,,20,,"Bread, Cheese, Vegetables",
03-18-2022,Pani Puri,,10,,"Flour, Water, Spices",Average
03-18-2022,biryani,,120,,"Rice, Meat, Spices",
2022-03-18,chole bhature,15.0,50,750.0,"Chickpeas, Flour, Spices",Too spicy
18/03/2022,pav bhaji,32.0,45,1440.0,"Potatoes, Vegetables, Bread",Very tasty
2022-03-18,samosa,58.0,15,870.0,"Potato, Peas, Spices",Too spicy
18/03/2022,Lassi,34.0,30,1020.0,"Yogurt, Sugar, Water",Not good
03-18-2022,Chaat,,30,,"Pani, Sev, Spices",Average
03-18-2022,Maaasala Dosa,39.0,35,1365.0,"Rice, Lentils, Spices",Not good
2022-03-18,Vadd Pav,,22,,"Potato, Bread, Spices",Very tasty
03-18-2022,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Very tasty
03-18-2022,Pav Bhaji,81.0,45,3645.0,"Potatoes, Vegetables, Bread",Very tasty
2022-03-19,Masala Dosa,,40,,"Rice, Lentils, Spices",Very tasty
19/03/2022,Vada Pav,91.0,25,2275.0,"Potato, Bread, Spices",Very tasty
2022-03-19,Sandwich,73.0,20,1460.0,"Bread, Cheese, Vegetables",Not good
03-19-2022,Pani Puri,,10,,"Flour, Water, Spices",Average
19/03/2022,Biryani,44.0,120,5280.0,"Rice, Meat, Spices",Average
03-19-2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Average
2022-03-19,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
19/03/2022,Samosa,,15,,"Potato, Peas, Spices",
19/03/2022,Lassi,84.0,30,2520.0,"Yogurt, Sugar, Water",
19/03/2022,Chaat,55.0,30,1650.0,"Pani, Sev, Spices",Average
03-19-2022,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Very tasty
2022-03-19,Vadd Pav,,22,,"Potato, Bread, Spices",Very tasty
2022-03-19,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Too spicy
19/03/2022,Pav Bhaji,24.0,45,1080.0,"Potatoes, Vegetables, Bread",
03-20-2022,Masala Dosa,50.0,40,2000.0,"Rice, Lentils, Spices",
20/03/2022,Vada Pav,15.0,25,375.0,"Potato, Bread, Spices",Not good
03-20-2022,Sandwich,42.0,20,840.0,"Bread, Cheese, Vegetables",Not good
20/03/2022,Pani Puri,,10,,"Flour, Water, Spices",Too spicy
03-20-2022,Biryani,56.0,120,6720.0,"Rice, Meat, Spices",Very tasty
03-20-2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Very tasty
20/03/2022,Pav Bhaji,100.0,45,4500.0,"Potatoes, Vegetables, Bread",Too spicy
03-20-2022,Samosa,41.0,15,615.0,"Potato, Peas, Spices",Very tasty
2022-03-20,Lassi,46.0,30,1380.0,"Yogurt, Sugar, Water",
2022-03-20,Chaat,,30,,"Pani, Sev, Spices",Not good
2022-03-20,Maaasala Dosa,29.0,35,1015.0,"Rice, Lentils, Spices",
03-20-2022,Vadd Pav,96.0,22,2112.0,"Potato, Bread, Spices",
03-20-2022,Chole Bhture,51.0,55,2805.0,"Chickpeas, Flour, Spices",Very tasty
20/03/2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Too spicy
21/03/2022,Masala Dosa,,40,,"Rice, Lentils, Spices",Average
21/03/2022,VADA PAV,21.0,25,525.0,"Potato, Bread, Spices",Average
03-21-2022,Sandwich,17.0,20,340.0,"Bread, Cheese, Vegetables",Too spicy
2022-03-21,Pani Puri,65.0,10,650.0,"Flour, Water, Spices",Very tasty
21/03/2022,Biryani,,120,,"Rice, Meat, Spices",
03-21-2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Average
21/03/2022,Pav Bhaji,41.0,45,1845.0,"Potatoes, Vegetables, Bread",
21/03/2022,samosa,97.0,15,1455.0,"Potato, Peas, Spices",
03-21-2022,Lassi,,30,,"Yogurt, Sugar, Water",Very tasty
21/03/2022,Chaat,,30,,"Pani, Sev, Spices",Too spicy
03-21-2022,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Too spicy
03-21-2022,Vadd Pav,,22,,"Potato, Bread, Spices",Too spicy
21/03/2022,Chole Bhture,50.0,55,2750.0,"Chickpeas, Flour, Spices",Not good
03-21-2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
2022-03-22,MASALA DOSA,,40,,"Rice, Lentils, Spices",Average
03-22-2022,Vada Pav,,25,,"Potato, Bread, Spices",
22/03/2022,Sandwich,,20,,"Bread, Cheese, Vegetables",Very tasty
22/03/2022,Pani Puri,56.0,10,560.0,"Flour, Water, Spices",Not good
22/03/2022,Biryani,,120,,"Rice, Meat, Spices",Not good
2022-03-22,Chole Bhature,61.0,50,3050.0,"Chickpeas, Flour, Spices",Very tasty
03-22-2022,Pav Bhaji,5.0,45,225.0,"Potatoes, Vegetables, Bread",Average
2022-03-22,Samosa,31.0,15,465.0,"Potato, Peas, Spices",Too spicy
03-22-2022,Lassi,46.0,30,1380.0,"Yogurt, Sugar, Water",Very tasty
03-22-2022,Chaat,,30,,"Pani, Sev, Spices",Average
22/03/2022,maaasala dosa,38.0,35,1330.0,"Rice, Lentils, Spices",Not good
2022-03-22,Vadd Pav,13.0,22,286.0,"Potato, Bread, Spices",Not good
03-22-2022,Chole Bhture,,55,,"Chickpeas, Flour, Spices",
03-22-2022,Pav Bhaji,37.0,45,1665.0,"Potatoes, Vegetables, Bread",Average
03-23-2022,Masala Dosa,27.0,40,1080.0,"Rice, Lentils, Spices",Very tasty
2022-03-23,Vada Pav,68.0,25,1700.0,"Potato, Bread, Spices",Very tasty
23/03/2022,Sandwich,16.0,20,320.0,"Bread, Cheese, Vegetables",Very tasty
23/03/2022,Pani Puri,69.0,10,690.0,"Flour, Water, Spices",Too spicy
23/03/2022,Biryani,,120,,"Rice, Meat, Spices",Too spicy
2022-03-23,Chole Bhature,87.0,50,4350.0,"Chickpeas, Flour, Spices",Average
23/03/2022,Pav Bhaji,55.0,45,2475.0,"Potatoes, Vegetables, Bread",Very tasty
2022-03-23,Samosa,47.0,15,705.0,"Potato, Peas, Spices",Average
2022-03-23,Lassi,64.0,30,1920.0,"Yogurt, Sugar, Water",Too spicy
23/03/2022,Chaat,,30,,"Pani, Sev, Spices",Very tasty
23/03/2022,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Not good
03-23-2022,Vadd Pav,76.0,22,1672.0,"Potato, Bread, Spices",Not good
03-23-2022,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Average
2022-03-23,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
24/03/2022,Masala Dosa,,40,,"Rice, Lentils, Spices",Too spicy
2022-03-24,Vada Pav,49.0,25,1225.0,"Potato, Bread, Spices",Very tasty
2022-03-24,Sandwich,22.0,20,440.0,"Bread, Cheese, Vegetables",Very tasty
2022-03-24,Pani Puri,69.0,10,690.0,"Flour, Water, Spices",Very tasty
2022-03-24,Biryani,61.0,120,7320.0,"Rice, Meat, Spices",
24/03/2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",
24/03/2022,Pav Bhaji,52.0,45,2340.0,"Potatoes, Vegetables, Bread",Not good
2022-03-24,Samosa,24.0,15,360.0,"Potato, Peas, Spices",Very tasty
24/03/2022,Lassi,,30,,"Yogurt, Sugar, Water",Not good
03-24-2022,Chaat,34.0,30,1020.0,"Pani, Sev, Spices",Too spicy
24/03/2022,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Too spicy
2022-03-24,Vadd Pav,,22,,"Potato, Bread, Spices",
2022-03-24,Chole Bhture,100.0,55,5500.0,"Chickpeas, Flour, Spices",Not good
03-24-2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Too spicy
2022-03-25,Masala Dosa,8.0,40,320.0,"Rice, Lentils, Spices",Average
25/03/2022,Vada Pav,,25,,"Potato, Bread, Spices",
03-25-2022,Sandwich,,20,,"Bread, Cheese, Vegetables",
2022-03-25,Pani Puri,,10,,"Flour, Water, Spices",Very tasty
03-25-2022,biryani,17.0,120,2040.0,"Rice, Meat, Spices",Too spicy
03-25-2022,chole bhature,7.0,50,350.0,"Chickpeas, Flour, Spices",Not good
25/03/2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
25/03/2022,Samosa,,15,,"Potato, Peas, Spices",Very tasty
03-25-2022,Lassi,78.0,30,2340.0,"Yogurt, Sugar, Water",Not good
2022-03-25,Chaat,,30,,"Pani, Sev, Spices",
03-25-2022,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Average
2022-03-25,Vadd Pav,,22,,"Potato, Bread, Spices",Very tasty
25/03/2022,Chole Bhture,50.0,55,2750.0,"Chickpeas, Flour, Spices",
25/03/2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
2022-03-26,Masala Dosa,79.0,40,3160.0,"Rice, Lentils, Spices",Not good
26/03/2022,Vada Pav,39.0,25,975.0,"Potato, Bread, Spices",Too spicy
2022-03-26,Sandwich,,20,,"Bread, Cheese, Vegetables",Too spicy
03-26-2022,Pani Puri,30.0,10,300.0,"Flour, Water, Spices",Very tasty
03-26-2022,Biryani,,120,,"Rice, Meat, Spices",Not good
03-26-2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",
03-26-2022,Pav Bhaji,67.0,45,3015.0,"Potatoes, Vegetables, Bread",Not good
26/03/2022,samosa,13.0,15,195.0,"Potato, Peas, Spices",Too spicy
26/03/2022,Lassi,,30,,"Yogurt, Sugar, Water",Very tasty
03-26-2022,Chaat,64.0,30,1920.0,"Pani, Sev, Spices",Not good
26/03/2022,Maaasala Dosa,52.0,35,1820.0,"Rice, Lentils, Spices",
2022-03-26,VADD PAV,,22,,"Potato, Bread, Spices",Too spicy
26/03/2022,Chole Bhture,68.0,55,3740.0,"Chickpeas, Flour, Spices",Average
2022-03-26,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
2022-03-27,Masala Dosa,55.0,40,2200.0,"Rice, Lentils, Spices",Average
2022-03-27,Vada Pav,73.0,25,1825.0,"Potato, Bread, Spices",Not good
2022-03-27,Sandwich,15.0,20,300.0,"Bread, Cheese, Vegetables",Very tasty
27/03/2022,Pani Puri,,10,,"Flour, Water, Spices",Very tasty
03-27-2022,Biryani,22.0,120,2640.0,"Rice, Meat, Spices",
2022-03-27,Chole Bhature,76.0,50,3800.0,"Chickpeas, Flour, Spices",
2022-03-27,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Too spicy
2022-03-27,Samosa,35.0,15,525.0,"Potato, Peas, Spices",Average
2022-03-27,Lassi,,30,,"Yogurt, Sugar, Water",Too spicy
03-27-2022,Chaat,18.0,30,540.0,"Pani, Sev, Spices",Average
2022-03-27,Maaasala Dosa,7.0,35,245.0,"Rice, Lentils, Spices",Very tasty
03-27-2022,Vadd Pav,,22,,"Potato, Bread, Spices",Very tasty
27/03/2022,Chole Bhture,85.0,55,4675.0,"Chickpeas, Flour, Spices",Too spicy
27/03/2022,Pav Bhaji,98.0,45,4410.0,"Potatoes, Vegetables, Bread",Too spicy
28/03/2022,Masala Dosa,,40,,"Rice, Lentils, Spices",Average
28/03/2022,Vada Pav,,25,,"Potato, Bread, Spices",Average
03-28-2022,Sandwich,,20,,"Bread, Cheese, Vegetables",Too spicy
03-28-2022,Pani Puri,,10,,"Flour, Water, Spices",
2022-03-28,Biryani,83.0,120,9960.0,"Rice, Meat, Spices",Not good
2022-03-28,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Not good
2022-03-28,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
2022-03-28,Samosa,99.0,15,1485.0,"Potato, Peas, Spices",Too spicy
28/03/2022,Lassi,,30,,"Yogurt, Sugar, Water",Very tasty
2022-03-28,Chaat,,30,,"Pani, Sev, Spices",Very tasty
2022-03-28,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Too spicy
2022-03-28,Vadd Pav,68.0,22,1496.0,"Potato, Bread, Spices",Average
2022-03-28,Chole Bhture,,55,,"Chickpeas, Flour, Spices",
2022-03-28,Pav Bhaji,67.0,45,3015.0,"Potatoes, Vegetables, Bread",Very tasty
03-29-2022,Masala Dosa,65.0,40,2600.0,"Rice, Lentils, Spices",Too spicy
29/03/2022,Vada Pav,74.0,25,1850.0,"Potato, Bread, Spices",
03-29-2022,Sandwich,90.0,20,1800.0,"Bread, Cheese, Vegetables",
03-29-2022,Pani Puri,99.0,10,990.0,"Flour, Water, Spices",Very tasty
2022-03-29,Biryani,,120,,"Rice, Meat, Spices",Very tasty
29/03/2022,Chole Bhature,24.0,50,1200.0,"Chickpeas, Flour, Spices",Not good
29/03/2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Too spicy
29/03/2022,Samosa,,15,,"Potato, Peas, Spices",Too spicy
29/03/2022,Lassi,28.0,30,840.0,"Yogurt, Sugar, Water",Average
29/03/2022,Chaat,26.0,30,780.0,"Pani, Sev, Spices",Too spicy
29/03/2022,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Average
29/03/2022,Vadd Pav,,22,,"Potato, Bread, Spices",Very tasty
03-29-2022,Chole Bhture,64.0,55,3520.0,"Chickpeas, Flour, Spices",Too spicy
03-29-2022,PAV BHAJI,98.0,45,4410.0,"Potatoes, Vegetables, Bread",
03-30-2022,Masala Dosa,,40,,"Rice, Lentils, Spices",Not good
30/03/2022,Vada Pav,32.0,25,800.0,"Potato, Bread, Spices",Too spicy
30/03/2022,Sandwich,,20,,"Bread, Cheese, Vegetables",Not good
2022-03-30,pani puri,20.0,10,200.0,"Flour, Water, Spices",Too spicy
2022-03-30,Biryani,20.0,120,2400.0,"Rice, Meat, Spices",Very tasty
2022-03-30,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Too spicy
03-30-2022,Pav Bhaji,97.0,45,4365.0,"Potatoes, Vegetables, Bread",Not good
30/03/2022,samosa,79.0,15,1185.0,"Potato, Peas, Spices",
30/03/2022,Lassi,91.0,30,2730.0,"Yogurt, Sugar, Water",Too spicy
2022-03-30,Chaat,,30,,"Pani, Sev, Spices",Not good
03-30-2022,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Very tasty
2022-03-30,VADD PAV,46.0,22,1012.0,"Potato, Bread, Spices",Average
30/03/2022,Chole Bhture,17.0,55,935.0,"Chickpeas, Flour, Spices",Too spicy
03-30-2022,Pav Bhaji,29.0,45,1305.0,"Potatoes, Vegetables, Bread",Not good
2022-03-31,Masala Dosa,8.0,40,320.0,"Rice, Lentils, Spices",Not good
03-31-2022,Vada Pav,42.0,25,1050.0,"Potato, Bread, Spices",Average
31/03/2022,Sandwich,50.0,20,1000.0,"Bread, Cheese, Vegetables",Too spicy
31/03/2022,pani puri,,10,,"Flour, Water, Spices",Very tasty
31/03/2022,Biryani,10.0,120,1200.0,"Rice, Meat, Spices",Not good
03-31-2022,Chole Bhature,8.0,50,400.0,"Chickpeas, Flour, Spices",Average
2022-03-31,Pav Bhaji,32.0,45,1440.0,"Potatoes, Vegetables, Bread",Not good
2022-03-31,Samosa,,15,,"Potato, Peas, Spices",Too spicy
31/03/2022,Lassi,,30,,"Yogurt, Sugar, Water",Very tasty
03-31-2022,Chaat,53.0,30,1590.0,"Pani, Sev, Spices",Very tasty
03-31-2022,Maaasala Dosa,,35,,"Rice, Lentils, Spices",
03-31-2022,Vadd Pav,95.0,22,2090.0,"Potato, Bread, Spices",Not good
03-31-2022,Chole Bhture,62.0,55,3410.0,"Chickpeas, Flour, Spices",Average
2022-03-31,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
01/04/2022,Masala Dosa,,40,,"Rice, Lentils, Spices",Very tasty
01/04/2022,VADA PAV,,25,,"Potato, Bread, Spices",Very tasty
2022-04-01,Sandwich,9.0,20,180.0,"Bread, Cheese, Vegetables",Not good
2022-04-01,Pani Puri,,10,,"Flour, Water, Spices",Very tasty
2022-04-01,Biryani,43.0,120,5160.0,"Rice, Meat, Spices",Too spicy
04-01-2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Very tasty
